,RegionID,SizeRank,RegionName,RegionType,StateName,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30
0,102001,0,United States,Country,,37.0,32.0,26.0,19.0,18.0,18.0,20.0,22.0,25.0,28.0,31.0,36.0,40.0,37.0,31.0,23.0,20.0,20.0,21.0,24.0,26.0,27.0,30.0,35.0,38.0,35.0,26.0,19.0,18.0,18.0,16.0,14.0,13.0
1,394913,1,"New York, NY",Msa,NY,63.0,56.0,46.0,35.0,36.0,39.0,42.0,47.0,51.0,53.0,55.0,59.0,66.0,65.0,57.0,46.0,43.0,44.0,48.0,54.0,58.0,58.0,58.0,61.0,70.0,68.0,59.0,48.0,48.0,43.0,37.0,28.0,29.0
2,753899,2,"Los Angeles-Long Beach-Anaheim, CA",Msa,CA,21.0,19.0,16.0,14.0,15.0,15.0,17.0,19.0,22.0,24.0,27.0,31.0,35.0,34.0,28.0,22.0,20.0,20.0,20.0,21.0,22.0,23.0,24.0,26.0,25.0,21.0,15.0,14.0,15.0,16.0,14.0,14.0,13.0
3,394463,3,"Chicago, IL",Msa,IL,48.0,40.0,26.0,15.0,13.0,15.0,17.0,21.0,25.0,29.0,34.0,42.0,50.0,45.0,33.0,19.0,17.0,18.0,21.0,24.0,28.0,32.0,37.0,45.0,52.0,45.0,33.0,21.0,20.0,19.0,16.0,14.0,13.0
4,394514,4,"Dallas-Fort Worth, TX",Msa,TX,35.0,31.0,26.0,21.0,20.0,21.0,22.0,25.0,28.0,32.0,35.0,37.0,41.0,38.0,34.0,28.0,26.0,26.0,28.0,30.0,34.0,36.0,39.0,42.0,45.0,41.0,35.0,28.0,27.0,27.0,25.0,24.0,23.0
5,394974,5,"Philadelphia, PA",Msa,PA,47.0,48.0,41.0,30.0,26.0,27.0,28.0,27.0,27.0,28.0,30.0,36.0,41.0,38.0,29.0,20.0,16.0,17.0,19.0,22.0,23.0,23.0,24.0,31.0,36.0,32.0,22.0,16.0,15.0,15.0,11.0,9.0,11.0
6,394692,6,"Houston, TX",Msa,TX,35.0,31.0,25.0,18.0,16.0,17.0,19.0,22.0,27.0,31.0,33.0,35.0,37.0,41.0,35.0,29.0,21.0,21.0,23.0,26.0,30.0,33.0,35.0,37.0,41.0,37.0,29.0,23.0,22.0,23.0,20.0,18.0,17.0
7,395209,7,"Washington, DC",Msa,DC,41.0,41.0,35.0,26.0,24.0,21.0,19.0,18.0,19.0,21.0,24.0,30.0,32.0,27.0,17.0,11.0,10.0,12.0,15.0,17.0,18.0,18.0,20.0,25.0,25.0,20.0,12.0,9.0,9.0,10.0,8.0,7.0,9.0
8,394856,8,"Miami-Fort Lauderdale, FL",Msa,FL,43.0,41.0,38.0,36.0,36.0,37.0,36.0,36.0,36.0,38.0,40.0,43.0,49.0,50.0,49.0,46.0,45.0,44.0,42.0,42.0,43.0,43.0,43.0,44.0,48.0,46.0,42.0,38.0,41.0,41.0,39.0,33.0,29.0
9,394347,9,"Atlanta, GA",Msa,GA,25.0,21.0,15.0,11.0,10.0,10.0,11.0,13.0,15.0,17.0,20.0,24.0,26.0,26.0,21.0,17.0,14.0,14.0,16.0,18.0,20.0,22.0,24.0,28.0,32.0,30.0,23.0,18.0,17.0,19.0,18.0,16.0,15.0
10,394404,10,"Boston, MA",Msa,MA,20.0,17.0,12.0,8.0,8.0,8.0,9.0,11.0,12.0,13.0,17.0,24.0,26.0,23.0,15.0,10.0,9.0,9.0,11.0,13.0,14.0,15.0,17.0,25.0,26.0,22.0,13.0,9.0,8.0,8.0,8.0,7.0,7.0
11,395057,11,"San Francisco, CA",Msa,CA,14.0,13.0,12.0,12.0,12.0,12.0,13.0,14.0,15.0,16.0,19.0,24.0,24.0,21.0,16.0,14.0,14.0,14.0,15.0,16.0,16.0,16.0,18.0,24.0,22.0,20.0,13.0,13.0,13.0,13.0,13.0,12.0,11.0
12,394532,12,"Detroit, MI",Msa,MI,30.0,25.0,18.0,10.0,8.0,8.0,9.0,11.0,14.0,17.0,21.0,27.0,32.0,32.0,25.0,16.0,11.0,11.0,13.0,16.0,19.0,23.0,26.0,31.0,38.0,36.0,27.0,20.0,16.0,15.0,9.0,8.0,8.0
13,395025,13,"Riverside, CA",Msa,CA,27.0,24.0,21.0,17.0,18.0,18.0,20.0,23.0,27.0,29.0,32.0,36.0,41.0,40.0,35.0,28.0,26.0,24.0,24.0,24.0,25.0,26.0,27.0,30.0,32.0,30.0,23.0,19.0,18.0,18.0,15.0,12.0,10.0
14,394976,14,"Phoenix, AZ",Msa,AZ,33.0,31.0,27.0,25.0,25.0,25.0,26.0,26.0,25.0,25.0,28.0,32.0,35.0,33.0,31.0,27.0,27.0,25.0,25.0,23.0,21.0,20.0,21.0,24.0,24.0,22.0,17.0,15.0,17.0,19.0,18.0,14.0,11.0
15,395078,15,"Seattle, WA",Msa,WA,12.0,10.0,7.0,7.0,7.0,7.0,8.0,11.0,14.0,18.0,23.0,30.0,29.0,22.0,12.0,8.0,7.0,8.0,9.0,11.0,12.0,13.0,14.0,17.0,14.0,11.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
16,394865,16,"Minneapolis-St Paul, MN",Msa,MN,38.0,32.0,24.0,17.0,16.0,17.0,19.0,22.0,24.0,27.0,31.0,38.0,44.0,38.0,29.0,19.0,18.0,18.0,19.0,22.0,24.0,27.0,30.0,36.0,39.0,35.0,25.0,18.0,17.0,17.0,17.0,17.0,17.0
17,395056,17,"San Diego, CA",Msa,CA,19.0,17.0,14.0,13.0,14.0,15.0,22.0,24.0,27.0,27.0,31.0,35.0,38.0,36.0,30.0,23.0,20.0,19.0,20.0,22.0,23.0,24.0,25.0,27.0,24.0,20.0,13.0,16.0,16.0,17.0,11.0,9.0,8.0
18,395121,18,"St. Louis, MO",Msa,MO,39.0,35.0,27.0,19.0,18.0,18.0,19.0,20.0,24.0,26.0,29.0,35.0,40.0,35.0,25.0,13.0,10.0,10.0,12.0,13.0,15.0,16.0,19.0,25.0,30.0,26.0,18.0,10.0,8.0,8.0,7.0,7.0,6.0
19,395148,19,"Tampa, FL",Msa,FL,23.0,22.0,20.0,19.0,18.0,18.0,18.0,19.0,21.0,22.0,22.0,24.0,28.0,29.0,27.0,24.0,23.0,21.0,20.0,20.0,21.0,24.0,25.0,28.0,27.0,25.0,20.0,17.0,17.0,17.0,14.0,11.0,9.0
20,394358,20,"Baltimore, MD",Msa,MD,46.0,46.0,38.0,28.0,26.0,25.0,26.0,26.0,27.0,30.0,33.0,41.0,45.0,42.0,31.0,20.0,17.0,19.0,22.0,26.0,28.0,30.0,30.0,34.0,39.0,35.0,26.0,16.0,14.0,14.0,12.0,11.0,13.0
21,394530,21,"Denver, CO",Msa,CO,12.0,9.0,6.0,6.0,6.0,6.0,7.0,9.0,12.0,15.0,18.0,23.0,22.0,18.0,11.0,8.0,7.0,8.0,11.0,14.0,16.0,17.0,19.0,23.0,21.0,15.0,8.0,7.0,7.0,7.0,6.0,6.0,5.0
22,394982,22,"Pittsburgh, PA",Msa,PA,60.0,59.0,48.0,32.0,25.0,22.0,22.0,22.0,26.0,30.0,34.0,40.0,46.0,46.0,37.0,25.0,18.0,18.0,18.0,20.0,20.0,23.0,26.0,33.0,39.0,36.0,27.0,22.0,19.0,17.0,9.0,8.0,9.0
23,394998,23,"Portland, OR",Msa,OR,26.0,20.0,13.0,8.0,8.0,9.0,11.0,15.0,19.0,24.0,29.0,34.0,35.0,29.0,20.0,12.0,10.0,10.0,12.0,15.0,17.0,21.0,23.0,31.0,31.0,25.0,13.0,8.0,8.0,8.0,7.0,6.0,6.0
24,394458,24,"Charlotte, NC",Msa,NC,19.0,15.0,10.0,9.0,9.0,10.0,11.0,13.0,15.0,17.0,19.0,22.0,22.0,21.0,15.0,12.0,10.0,11.0,12.0,13.0,14.0,16.0,17.0,20.0,21.0,18.0,13.0,10.0,10.0,10.0,9.0,7.0,6.0
25,395045,25,"Sacramento, CA",Msa,CA,19.0,15.0,11.0,10.0,10.0,10.0,12.0,15.0,18.0,21.0,24.0,28.0,31.0,27.0,19.0,12.0,11.0,11.0,12.0,14.0,15.0,16.0,18.0,21.0,20.0,16.0,10.0,9.0,9.0,10.0,10.0,8.0,7.0
26,395055,26,"San Antonio, TX",Msa,TX,49.0,45.0,40.0,32.0,31.0,30.0,31.0,32.0,34.0,38.0,41.0,43.0,45.0,43.0,40.0,34.0,32.0,32.0,34.0,36.0,39.0,42.0,44.0,47.0,52.0,50.0,44.0,35.0,32.0,31.0,29.0,27.0,26.0
27,394943,27,"Orlando, FL",Msa,FL,25.0,22.0,18.0,15.0,15.0,15.0,17.0,18.0,21.0,23.0,26.0,28.0,29.0,28.0,25.0,21.0,19.0,18.0,20.0,22.0,25.0,27.0,27.0,28.0,26.0,24.0,18.0,15.0,15.0,16.0,15.0,13.0,12.0
28,394466,28,"Cincinnati, OH",Msa,OH,27.0,23.0,16.0,10.0,8.0,8.0,9.0,11.0,13.0,16.0,18.0,23.0,26.0,24.0,17.0,11.0,8.0,8.0,8.0,9.0,10.0,12.0,14.0,17.0,18.0,15.0,10.0,7.0,5.0,5.0,4.0,4.0,4.0
29,394475,29,"Cleveland, OH",Msa,OH,56.0,54.0,47.0,37.0,33.0,32.0,34.0,36.0,40.0,42.0,45.0,48.0,51.0,50.0,43.0,36.0,32.0,32.0,33.0,35.0,38.0,40.0,43.0,46.0,48.0,45.0,35.0,27.0,22.0,,,,16.0
30,394735,30,"Kansas City, MO",Msa,MO,29.0,26.0,20.0,16.0,15.0,16.0,17.0,19.0,23.0,22.0,22.0,22.0,24.0,23.0,16.0,10.0,7.0,7.0,9.0,11.0,13.0,14.0,16.0,21.0,24.0,21.0,14.0,8.0,6.0,6.0,4.0,4.0,4.0
31,394775,31,"Las Vegas, NV",Msa,NV,36.0,32.0,27.0,25.0,20.0,17.0,10.0,14.0,16.0,20.0,24.0,28.0,34.0,33.0,31.0,27.0,27.0,26.0,28.0,30.0,31.0,32.0,33.0,36.0,38.0,33.0,24.0,17.0,18.0,21.0,21.0,18.0,16.0
32,394492,32,"Columbus, OH",Msa,OH,15.0,12.0,9.0,6.0,5.0,5.0,6.0,7.0,9.0,11.0,13.0,17.0,19.0,17.0,10.0,6.0,5.0,5.0,6.0,7.0,8.0,10.0,12.0,15.0,15.0,13.0,8.0,5.0,4.0,4.0,4.0,4.0,4.0
33,394705,33,"Indianapolis, IN",Msa,IN,35.0,31.0,23.0,16.0,11.0,9.0,8.0,10.0,12.0,15.0,18.0,24.0,29.0,28.0,20.0,12.0,7.0,7.0,8.0,10.0,11.0,13.0,15.0,20.0,24.0,21.0,14.0,8.0,6.0,6.0,5.0,5.0,4.0
34,395059,34,"San Jose, CA",Msa,CA,11.0,10.0,10.0,9.0,10.0,10.0,12.0,15.0,16.0,18.0,21.0,28.0,27.0,23.0,16.0,15.0,15.0,16.0,20.0,22.0,24.0,22.0,24.0,28.0,26.0,21.0,12.0,12.0,15.0,18.0,17.0,16.0,14.0
35,394355,35,"Austin, TX",Msa,TX,30.0,23.0,16.0,10.0,10.0,11.0,14.0,18.0,24.0,28.0,31.0,35.0,35.0,28.0,18.0,11.0,10.0,11.0,13.0,16.0,18.0,19.0,21.0,23.0,22.0,18.0,11.0,9.0,9.0,9.0,8.0,8.0,7.0
36,395194,36,"Virginia Beach, VA",Msa,VA,60.0,61.0,54.0,44.0,39.0,40.0,42.0,45.0,50.0,55.0,57.0,63.0,66.0,65.0,54.0,43.0,36.0,36.0,38.0,41.0,44.0,46.0,51.0,61.0,68.0,71.0,60.0,60.0,56.0,57.0,46.0,37.0,32.0
37,394902,37,"Nashville, TN",Msa,TN,24.0,20.0,15.0,11.0,11.0,14.0,16.0,18.0,20.0,23.0,24.0,27.0,31.0,31.0,27.0,21.0,17.0,17.0,20.0,26.0,32.0,36.0,40.0,46.0,47.0,43.0,37.0,33.0,33.0,32.0,33.0,34.0,35.0
38,395005,38,"Providence, RI",Msa,RI,43.0,39.0,31.0,20.0,18.0,17.0,20.0,24.0,31.0,34.0,40.0,43.0,50.0,51.0,43.0,30.0,22.0,21.0,24.0,28.0,30.0,31.0,33.0,37.0,43.0,40.0,31.0,22.0,19.0,17.0,14.0,11.0,10.0
39,394862,39,"Milwaukee, WI",Msa,WI,32.0,28.0,16.0,9.0,9.0,9.0,9.0,9.0,12.0,19.0,28.0,29.0,26.0,,23.0,28.0,28.0,32.0,32.0,34.0,36.0,39.0,43.0,48.0,55.0,58.0,49.0,40.0,32.0,31.0,29.0,25.0,26.0
40,394714,40,"Jacksonville, FL",Msa,FL,37.0,33.0,31.0,28.0,29.0,31.0,32.0,34.0,35.0,37.0,39.0,41.0,45.0,44.0,40.0,36.0,32.0,28.0,25.0,25.0,27.0,28.0,29.0,31.0,33.0,31.0,24.0,20.0,21.0,23.0,20.0,16.0,14.0
41,394849,41,"Memphis, TN",Msa,TN,42.0,41.0,37.0,26.0,25.0,24.0,26.0,28.0,32.0,32.0,35.0,33.0,35.0,31.0,29.0,21.0,16.0,10.0,11.0,13.0,16.0,16.0,17.0,19.0,20.0,18.0,13.0,9.0,8.0,7.0,7.0,6.0,6.0
42,394935,42,"Oklahoma City, OK",Msa,OK,39.0,45.0,40.0,26.0,19.0,23.0,20.0,21.0,25.0,30.0,33.0,39.0,40.0,41.0,34.0,27.0,19.0,16.0,16.0,17.0,20.0,23.0,25.0,30.0,31.0,29.0,20.0,15.0,13.0,12.0,10.0,10.0,9.0
43,394807,43,"Louisville-Jefferson County, KY",Msa,KY,32.0,27.0,19.0,11.0,10.0,12.0,13.0,14.0,15.0,17.0,20.0,26.0,31.0,30.0,23.0,16.0,13.0,13.0,13.0,14.0,15.0,17.0,18.0,24.0,29.0,27.0,18.0,11.0,9.0,9.0,7.0,6.0,5.0
44,394669,44,"Hartford, CT",Msa,CT,74.0,56.0,43.0,20.0,18.0,16.0,21.0,26.0,30.0,33.0,36.0,44.0,53.0,50.0,37.0,22.0,16.0,17.0,20.0,24.0,27.0,29.0,33.0,41.0,48.0,44.0,31.0,19.0,14.0,13.0,10.0,8.0,8.0
45,395022,45,"Richmond, VA",Msa,VA,37.0,31.0,19.0,9.0,9.0,11.0,16.0,18.0,21.0,21.0,24.0,26.0,27.0,22.0,16.0,11.0,9.0,9.0,11.0,13.0,15.0,17.0,21.0,30.0,31.0,26.0,13.0,8.0,7.0,7.0,7.0,5.0,5.0
46,394910,46,"New Orleans, LA",Msa,LA,46.0,45.0,35.0,29.0,26.0,28.0,29.0,32.0,33.0,33.0,32.0,35.0,41.0,41.0,37.0,28.0,25.0,20.0,21.0,25.0,30.0,31.0,31.0,35.0,39.0,37.0,30.0,24.0,21.0,21.0,18.0,16.0,15.0
47,394425,47,"Buffalo, NY",Msa,NY,41.0,37.0,28.0,17.0,13.0,13.0,14.0,16.0,19.0,23.0,27.0,32.0,36.0,35.0,28.0,19.0,14.0,12.0,14.0,16.0,18.0,19.0,24.0,31.0,35.0,31.0,21.0,19.0,18.0,16.0,10.0,9.0,9.0
48,395012,48,"Raleigh, NC",Msa,NC,16.0,13.0,8.0,6.0,7.0,7.0,9.0,10.0,11.0,12.0,13.0,15.0,16.0,15.0,11.0,8.0,8.0,8.0,10.0,11.0,11.0,12.0,14.0,18.0,18.0,14.0,8.0,7.0,6.0,7.0,6.0,5.0,5.0
49,394388,49,"Birmingham, AL",Msa,AL,42.0,34.0,24.0,14.0,13.0,13.0,15.0,18.0,20.0,24.0,25.0,28.0,30.0,27.0,20.0,13.0,12.0,13.0,14.0,16.0,17.0,19.0,20.0,23.0,23.0,21.0,15.0,12.0,10.0,10.0,9.0,9.0,8.0
50,395053,50,"Salt Lake City, UT",Msa,UT,25.0,20.0,13.0,7.0,8.0,9.0,11.0,11.0,14.0,16.0,20.0,24.0,27.0,24.0,17.0,11.0,9.0,10.0,12.0,15.0,16.0,17.0,18.0,21.0,19.0,12.0,7.0,7.0,8.0,11.0,9.0,8.0,6.0
51,395031,51,"Rochester, NY",Msa,NY,46.0,39.0,30.0,17.0,15.0,15.0,17.0,20.0,23.0,25.0,28.0,35.0,39.0,36.0,25.0,16.0,13.0,12.0,14.0,16.0,17.0,21.0,24.0,31.0,32.0,28.0,19.0,15.0,13.0,12.0,9.0,8.0,9.0
52,394640,52,"Grand Rapids, MI",Msa,MI,22.0,17.0,13.0,7.0,6.0,6.0,7.0,8.0,11.0,13.0,15.0,16.0,16.0,16.0,13.0,11.0,7.0,7.0,7.0,9.0,11.0,12.0,15.0,20.0,29.0,27.0,20.0,11.0,9.0,,,,5.0
53,395167,53,"Tucson, AZ",Msa,AZ,28.0,27.0,22.0,18.0,17.0,16.0,16.0,16.0,16.0,16.0,18.0,21.0,24.0,24.0,24.0,19.0,18.0,15.0,15.0,15.0,15.0,14.0,15.0,18.0,19.0,17.0,12.0,10.0,10.0,11.0,9.0,7.0,5.0
54,395169,55,"Tulsa, OK",Msa,OK,50.0,47.0,41.0,33.0,30.0,29.0,29.0,32.0,36.0,39.0,44.0,51.0,53.0,51.0,41.0,32.0,30.0,30.0,31.0,28.0,30.0,30.0,30.0,33.0,35.0,34.0,26.0,21.0,18.0,16.0,13.0,11.0,11.0
55,394619,56,"Fresno, CA",Msa,CA,16.0,14.0,14.0,14.0,13.0,11.0,13.0,13.0,16.0,15.0,20.0,24.0,28.0,27.0,23.0,18.0,17.0,18.0,20.0,19.0,18.0,18.0,24.0,27.0,30.0,24.0,17.0,17.0,19.0,21.0,15.0,11.0,8.0
56,395238,57,"Worcester, MA",Msa,MA,32.0,26.0,20.0,12.0,10.0,9.0,11.0,14.0,16.0,18.0,21.0,30.0,34.0,31.0,21.0,13.0,9.0,9.0,11.0,13.0,14.0,15.0,17.0,21.0,24.0,21.0,15.0,10.0,8.0,8.0,7.0,7.0,7.0
57,394415,58,"Stamford, CT",Msa,CT,73.0,54.0,49.0,24.0,22.0,25.0,33.0,38.0,40.0,40.0,43.0,49.0,52.0,46.0,36.0,27.0,24.0,27.0,32.0,40.0,43.0,45.0,47.0,61.0,67.0,57.0,37.0,28.0,29.0,28.0,21.0,17.0,17.0
